Name,License_No,Area,Police_Station,Address,Gun_Type,Weapon_Model,Issue_Date,Expiry_Date,Status,Mobile,Gender,DOB,Remarks
Sunita Jain,MP-BPL-2024-810943,Ayodhya Nagar,Ayodhya Nagar Police Station,"316, Pragati Colony, Ayodhya Nagar, Bhopal, Madhya Pradesh",Revolver,9mm Pistol,2017-09-02,2027-08-31,Active,6509398343,Female,1958-01-01,
Shweta Desai,MP-BPL-2011-160617,Roshanpura,Roshanpura Police Station,"731/897, Azad Nagar, Roshanpura, Bhopal, Madhya Pradesh",Double Barrel,.22 Rifle,2017-12-03,2027-12-01,Active,8550489267,Female,1997-01-05,
Nikhil Chauhan,MP-BPL-2020-375161,Hoshangabad Road,Hoshangabad Road Police Station,"H.No. 602, Gandhi Street, Hoshangabad Road, Bhopal, Madhya Pradesh",Double Barrel,12 Bore DBBL,2018-12-26,2028-12-23,Active,+917135490145,Male,1961-08-25,
Vipul Chauhan,MP-BPL-2024-324885,Katara Hills,Katara Hills Police Station,"488/974, Azad Circle, Katara Hills, Bhopal, Madhya Pradesh",Double Barrel,9mm Pistol,2020-02-23,2030-02-20,Active,+919750094214,Male,1996-04-08,
Amit Chopra,MP-BPL-2015-860413,MP Nagar,MP Nagar Police Station,"782/970, Shakti Street, MP Nagar, Bhopal, Madhya Pradesh",Pistol,9mm Pistol,2015-05-03,2025-04-30,Expired,7534655494,Male,1979-09-11,Due to festival
Sumit Singh,MP-BPL-2011-204849,Raisen Road,Raisen Road Police Station,"754, Kranti Colony, Raisen Road, Bhopal, Madhya Pradesh",Pistol,.38 Revolver,2014-11-12,2024-11-09,Expired,9457054589,Male,1978-11-06,Due to order
Prakash Pandey,MP-BPL-2010-711150,Shyamla Hills,Shyamla Hills Police Station,"175/898, Prakash Street, Shyamla Hills, Bhopal, Madhya Pradesh",Double Barrel,9mm Pistol,2019-03-25,2029-03-22,Active,8828190221,Male,1955-03-03,
Mohit Jain,MP-BPL-2011-770453,Ayodhya Nagar,Ayodhya Nagar Police Station,"335, Mukti Nagar, Ayodhya Nagar, Bhopal, Madhya Pradesh",Pistol,.38 Revolver,2018-10-16,2028-10-13,Active,7805034553,Male,1967-09-02,
Ratan Arora,MP-BPL-2012-173746,Ayodhya Nagar,Ayodhya Nagar Police Station,"H.No. 621/211, Saraswati Ganj, Ayodhya Nagar, Bhopal, Madhya Pradesh",Revolver,.32 Bore Pistol,2018-09-01,2028-08-29,Active,9230659400,Male,1984-08-02,
Karan Kapoor,MP-BPL-2013-357874,Shahpura,Shahpura Police Station,"330, Mukti Colony, Shahpura, Bhopal, Madhya Pradesh",Double Barrel,9mm Pistol,2015-10-04,2025-10-01,Active,+917097002687,Male,1996-02-21,
Rajesh Singh,MP-BPL-2017-551860,Karond,Karond Police Station,"H.No. 271/783, Vikas Colony, Karond, Bhopal, Madhya Pradesh",Rifle,12 Bore DBBL,2014-06-18,2024-06-15,Expired,6983584168,Male,1959-07-25,
Dinesh Shah,MP-BPL-2014-934985,New Market,New Market Police Station,"H.No. 638, Shakti Colony, New Market, Bhopal, Madhya Pradesh",Double Barrel,12 Bore DBBL,2018-11-07,2028-11-04,Active,9737939579,Male,1951-10-22,
Ratan Sachdeva,MP-BPL-2014-590822,Ashoka Garden,Ashoka Garden Police Station,"H.No. 325/444, Tilak Ganj, Ashoka Garden, Bhopal, Madhya Pradesh",Revolver,.32 Bore Pistol,2017-06-04,2027-06-02,Active,6274564494,Male,1986-06-12,
Rajesh Tiwari,MP-BPL-2022-112569,Bairagarh,Bairagarh Police Station,"114, Saraswati Nagar, Bairagarh, Bhopal, Madhya Pradesh",Rifle,.22 Rifle,2017-07-16,2027-07-14,Active,+919942072239,Male,1967-02-09,
Reema Bhatia,MP-BPL-2024-614379,TT Nagar,TT Nagar Police Station,"564, Bhakti Circle, TT Nagar, Bhopal, Madhya Pradesh",Revolver,.32 Bore Pistol,2016-11-25,2026-11-23,Active,7818268861,Female,1965-11-19,
Akhil Pandey,MP-BPL-2019-817216,Hoshangabad Road,Hoshangabad Road Police Station,"676, Durga Circle, Hoshangabad Road, Bhopal, Madhya Pradesh",Revolver,9mm Pistol,2020-06-07,2030-06-05,Active,6769262654,Male,1967-06-20,
Anil Goel,MP-BPL-2012-934042,Hoshangabad Road,Hoshangabad Road Police Station,"74, Bhakti Road, Hoshangabad Road, Bhopal, Madhya Pradesh",Pistol,9mm Pistol,2016-08-10,2026-08-08,Active,8714025038,Male,1982-10-15,
Ratan Khanna,MP-BPL-2010-850541,Katara Hills,Katara Hills Police Station,"H.No. 446/856, Durga Street, Katara Hills, Bhopal, Madhya Pradesh",Pistol,.38 Revolver,2013-05-13,2023-05-11,Expired,7387805289,Male,1998-11-28,Due to election
Ashok Maheshwari,MP-BPL-2014-602550,Hoshangabad Road,Hoshangabad Road Police Station,"714/464, Kranti Circle, Hoshangabad Road, Bhopal, Madhya Pradesh",Pistol,9mm Pistol,2018-10-19,2028-10-16,Active,6632543107,Male,1984-06-29,
Preeti Goyal,MP-BPL-2017-697977,Berasia,Berasia Police Station,"315/987, Prakash Nagar, Berasia, Bhopal, Madhya Pradesh",Rifle,.38 Revolver,2015-09-07,2025-09-04,Active,9776255032,Female,1998-07-28,
Suresh Mishra,MP-BPL-2012-592654,Jahangirabad,Jahangirabad Police Station,"422/884, Durga Colony, Jahangirabad, Bhopal, Madhya Pradesh",Rifle,12 Bore DBBL,2021-01-19,2031-01-17,Active,6315388824,Male,1966-10-25,
Kirti Bajaj,MP-BPL-2022-886803,Shahpura,Shahpura Police Station,"687, Saraswati Chowk, Shahpura, Bhopal, Madhya Pradesh",Revolver,.38 Revolver,2013-12-24,2023-12-22,Expired,+918297356152,Male,1977-09-08,Due to election
Mohit Mehta,MP-BPL-2024-723789,Ashoka Garden,Ashoka Garden Police Station,"H.No. 447, Shakti Nagar, Ashoka Garden, Bhopal, Madhya Pradesh",Revolver,9mm Pistol,2024-12-18,2034-12-16,Submitted,9491111096,Male,1987-08-27,Due to festival
Ajit Shukla,MP-BPL-2022-316779,Indrapuri,Indrapuri Police Station,"628, Vikas Circle, Indrapuri, Bhopal, Madhya Pradesh",Pistol,.32 Bore Pistol,2016-04-27,2026-04-25,Active,8035263560,Male,1954-08-31,
Rahul Sethi,MP-BPL-2013-857758,Govindpura,Govindpura Police Station,"804/673, Vivekananda Colony, Govindpura, Bhopal, Madhya Pradesh",Rifle,.22 Rifle,2013-10-13,2023-10-11,Submitted,6775582126,Male,1991-04-06,Due to election
Radha Verma,MP-BPL-2016-351165,Saket Nagar,Saket Nagar Police Station,"H.No. 555, Vivekananda Nagar, Saket Nagar, Bhopal, Madhya Pradesh",Rifle,.38 Revolver,2013-06-19,2023-06-17,Expired,8383034199,Female,1968-08-09,Due to order
Geeta Bansal,MP-BPL-2024-903724,Shyamla Hills,Shyamla Hills Police Station,"H.No. 542, Shanti Street, Shyamla Hills, Bhopal, Madhya Pradesh",Revolver,9mm Pistol,2020-05-25,2030-05-23,Active,7468239484,Female,1979-04-06,
Ratan Kumar,MP-BPL-2021-665340,Shyamla Hills,Shyamla Hills Police Station,"160, Tilak Marg, Shyamla Hills, Bhopal, Madhya Pradesh",Pistol,.32 Bore Pistol,2014-02-19,2024-02-17,Expired,8856371142,Male,1983-09-20,Due to order
Ratan Mishra,MP-BPL-2011-635167,TT Nagar,TT Nagar Police Station,"57, Azad Ganj, TT Nagar, Bhopal, Madhya Pradesh",Rifle,.22 Rifle,2018-10-30,2028-10-27,Active,6874064039,Male,1970-12-24,
Vipul Verma,MP-BPL-2022-570138,Ayodhya Nagar,Ayodhya Nagar Police Station,"818/356, Pragati Street, Ayodhya Nagar, Bhopal, Madhya Pradesh",Rifle,.38 Revolver,2017-09-24,2027-09-22,Active,+916891776808,Male,1989-03-17,
Amit Verma,MP-BPL-2011-393710,Roshanpura,Roshanpura Police Station,"H.No. 319/262, Vivekananda Street, Roshanpura, Bhopal, Madhya Pradesh",Revolver,.32 Bore Pistol,2011-04-15,2021-04-12,Revoked,+918210651004,Male,1972-03-09,Due to election
Arjun Thakur,MP-BPL-2017-829022,Berasia,Berasia Police Station,"699/677, Safalta Street, Berasia, Bhopal, Madhya Pradesh",Pistol,9mm Pistol,2017-03-12,2027-03-10,Submitted,+918175889144,Male,1952-12-21,Due to festival
Pramod Shukla,MP-BPL-2016-241483,Shahpura,Shahpura Police Station,"345/569, Lakshmi Path, Shahpura, Bhopal, Madhya Pradesh",Pistol,.32 Bore Pistol,2017-09-13,2027-09-11,Active,9948045073,Male,1970-04-29,
Kapil Mehta,MP-BPL-2010-247667,TT Nagar,TT Nagar Police Station,"744/637, Vikas Nagar, TT Nagar, Bhopal, Madhya Pradesh",Revolver,.38 Revolver,2019-01-26,2029-01-23,Active,9083868889,Male,1978-01-26,
Suresh Dubey,MP-BPL-2016-624344,Arera Colony,Arera Colony Police Station,"H.No. 349/751, Azad Circle, Arera Colony, Bhopal, Madhya Pradesh",Revolver,.32 Bore Pistol,2016-06-21,2026-06-19,Active,6823076810,Male,2001-02-20,
Lalit Mittal,MP-BPL-2023-167352,Shyamla Hills,Shyamla Hills Police Station,"86, Tilak Path, Shyamla Hills, Bhopal, Madhya Pradesh",Double Barrel,9mm Pistol,2020-01-20,2030-01-17,Active,6548158268,Male,2002-05-10,
Rohit Bajaj,MP-BPL-2017-365154,Hoshangabad Road,Hoshangabad Road Police Station,"513/675, Vikas Road, Hoshangabad Road, Bhopal, Madhya Pradesh",Revolver,.32 Bore Pistol,2019-10-14,2029-10-11,Active,9119524364,Male,1952-03-14,
Varun Dubey,MP-BPL-2012-697829,TT Nagar,TT Nagar Police Station,"H.No. 259, Bhakti Nagar, TT Nagar, Bhopal, Madhya Pradesh",Double Barrel,12 Bore DBBL,2019-03-22,2029-03-19,Active,9432031726,Male,1950-01-20,
Sneha Malhotra,MP-BPL-2022-422323,Kolar Road,Kolar Road Police Station,"805, Durga Road, Kolar Road, Bhopal, Madhya Pradesh",Double Barrel,12 Bore DBBL,2022-11-10,2032-11-07,Revoked,9999393449,Female,1958-06-16,Due to order
Rakesh Jain,MP-BPL-2015-434844,Karond,Karond Police Station,"772/871, Udyan Colony, Karond, Bhopal, Madhya Pradesh",Pistol,.32 Bore Pistol,2019-06-01,2029-05-29,Active,6883977457,Male,1988-12-24,
Chetan Rathore,MP-BPL-2011-341539,Ashoka Garden,Ashoka Garden Police Station,"429, Tilak Colony, Ashoka Garden, Bhopal, Madhya Pradesh",Double Barrel,9mm Pistol,2020-01-09,2030-01-06,Active,9929445511,Male,1966-04-12,
Ashok Pandey,MP-BPL-2020-587524,Raisen Road,Raisen Road Police Station,"872, Nehru Ganj, Raisen Road, Bhopal, Madhya Pradesh",Air Gun,.32 Bore Pistol,2013-09-14,2023-09-12,Expired,9268211956,Male,1971-03-25,Due to festival
Sumit Mehra,MP-BPL-2025-990843,Vidya Nagar,Vidya Nagar Police Station,"318, Durga Colony, Vidya Nagar, Bhopal, Madhya Pradesh",Revolver,.32 Bore Pistol,2016-05-05,2026-05-03,Active,7531379561,Male,1964-04-06,
Vipul Bhatia,MP-BPL-2017-289019,Hoshangabad Road,Hoshangabad Road Police Station,"350/498, Vivekananda Ganj, Hoshangabad Road, Bhopal, Madhya Pradesh",Pistol,.32 Bore Pistol,2016-07-15,2026-07-13,Active,6418880592,Male,1997-05-29,
Deepak Tiwari,MP-BPL-2013-205639,Habibganj,Habibganj Police Station,"H.No. 734, Vivekananda Path, Habibganj, Bhopal, Madhya Pradesh",Pistol,.38 Revolver,2017-09-27,2027-09-25,Active,+919016426245,Male,1978-12-21,
Preeti Pandey,MP-BPL-2013-833442,Chunabhatti,Chunabhatti Police Station,"H.No. 378, Pragati Path, Chunabhatti, Bhopal, Madhya Pradesh",Revolver,.38 Revolver,2013-02-28,2023-02-26,Revoked,8190496631,Female,1970-05-23,Due to election
Sumit Goel,MP-BPL-2010-394421,Ashoka Garden,Ashoka Garden Police Station,"H.No. 537, Aman Zila, Ashoka Garden, Bhopal, Madhya Pradesh",Rifle,.38 Revolver,2010-04-21,2020-04-18,Revoked,7766809846,Male,1958-03-14,Due to festival
Avinash Mittal,MP-BPL-2020-170805,Habibganj,Habibganj Police Station,"933/128, Azad Road, Habibganj, Bhopal, Madhya Pradesh",Pistol,9mm Pistol,2013-07-23,2023-07-21,Expired,6591611863,Male,1994-12-01,Due to election
Mitu Mehra,MP-BPL-2019-591481,Bagsewaniya,Bagsewaniya Police Station,"48/11, Udyan Colony, Bagsewaniya, Bhopal, Madhya Pradesh",Rifle,.22 Rifle,2018-05-18,2028-05-15,Active,9183762950,Female,2001-08-31,
Nikhil Mittal,MP-BPL-2023-927607,Bairagarh,Bairagarh Police Station,"H.No. 496, Durga Ganj, Bairagarh, Bhopal, Madhya Pradesh",Revolver,9mm Pistol,2023-01-25,2033-01-22,Revoked,+918472928422,Male,1986-05-27,Due to election
Akhil Kapoor,MP-BPL-2010-966120,Saket Nagar,Saket Nagar Police Station,"H.No. 382, Shakti Zila, Saket Nagar, Bhopal, Madhya Pradesh",Revolver,.32 Bore Pistol,2016-12-02,2026-11-30,Active,6617445187,Male,1998-05-08,
Anjali Khandelwal,MP-BPL-2020-971002,Roshanpura,Roshanpura Police Station,"524/121, Durga Path, Roshanpura, Bhopal, Madhya Pradesh",Pistol,9mm Pistol,2020-02-28,2030-02-25,Revoked,9393483564,Female,1993-06-15,Due to festival
Ratan Agarwal,MP-BPL-2020-217889,Bawadiya Kalan,Bawadiya Kalan Police Station,"659/891, Unnati Chowk, Bawadiya Kalan, Bhopal, Madhya Pradesh",Pistol,.32 Bore Pistol,2019-07-19,2029-07-16,Active,9523777296,Male,2004-07-24,
Ramesh Arora,MP-BPL-2025-434759,Ayodhya Nagar,Ayodhya Nagar Police Station,"H.No. 436, Kranti Nagar, Ayodhya Nagar, Bhopal, Madhya Pradesh",Pistol,.38 Revolver,2016-03-16,2026-03-14,Active,9913860157,Male,2002-08-28,
Mukesh Kumar,MP-BPL-2018-116680,Vidya Nagar,Vidya Nagar Police Station,"961, Tilak Ganj, Vidya Nagar, Bhopal, Madhya Pradesh",Double Barrel,12 Bore DBBL,2018-09-30,2028-09-27,Submitted,7074595282,Male,1971-10-10,Due to festival
Arjun Kapoor,MP-BPL-2019-763049,Karond,Karond Police Station,"377, Subhash Circle, Karond, Bhopal, Madhya Pradesh",Pistol,.38 Revolver,2018-05-30,2028-05-27,Active,7099974192,Male,1964-06-14,
Mahesh Chopra,MP-BPL-2020-207257,Jahangirabad,Jahangirabad Police Station,"872/791, Azad Circle, Jahangirabad, Bhopal, Madhya Pradesh",Pistol,.32 Bore Pistol,2016-01-22,2026-01-19,Active,9660812392,Male,1957-02-26,
Amit Dubey,MP-BPL-2015-506284,Piplani,Piplani Police Station,"H.No. 419/278, Bhakti Road, Piplani, Bhopal, Madhya Pradesh",Pistol,9mm Pistol,2014-10-23,2024-10-20,Expired,6465511286,Male,1965-09-08,Due to election
Ajit Jain,MP-BPL-2014-489790,BHEL,BHEL Police Station,"H.No. 846, Shakti Ganj, BHEL, Bhopal, Madhya Pradesh",Revolver,.38 Revolver,2017-05-02,2027-04-30,Active,7988442789,Male,1994-10-13,
Rajesh Kapoor,MP-BPL-2017-938429,Katara Hills,Katara Hills Police Station,"281, Saraswati Nagar, Katara Hills, Bhopal, Madhya Pradesh",Rifle,.22 Rifle,2017-07-24,2027-07-22,Active,9094544901,Male,1956-03-19,
Kapil Gupta,MP-BPL-2016-269257,Bawadiya Kalan,Bawadiya Kalan Police Station,"577, Patel Colony, Bawadiya Kalan, Bhopal, Madhya Pradesh",Pistol,.32 Bore Pistol,2016-05-10,2026-05-08,Active,+917846398554,Male,1992-08-16,
Sahil Verma,MP-BPL-2012-571614,Govindpura,Govindpura Police Station,"H.No. 349/23, Safalta Street, Govindpura, Bhopal, Madhya Pradesh",Double Barrel,.22 Rifle,2019-12-04,2029-12-01,Active,8947039696,Male,1973-05-22,
Megha Mehta,MP-BPL-2010-156415,Jahangirabad,Jahangirabad Police Station,"H.No. 258, Mukti Zila, Jahangirabad, Bhopal, Madhya Pradesh",Rifle,.38 Revolver,2019-08-15,2029-08-12,Active,8989334721,Female,1981-09-21,
Rahul Kapoor,MP-BPL-2019-884599,Vidya Nagar,Vidya Nagar Police Station,"H.No. 922, Shanti Circle, Vidya Nagar, Bhopal, Madhya Pradesh",Double Barrel,.22 Rifle,2015-01-14,2025-01-11,Expired,7059154196,Male,1959-06-27,Due to festival
Nikhil Singhal,MP-BPL-2019-372149,MP Nagar,MP Nagar Police Station,"431/146, Pragati Colony, MP Nagar, Bhopal, Madhya Pradesh",Pistol,.32 Bore Pistol,2017-07-26,2027-07-24,Active,9192767137,Male,2002-02-11,
Sneha Khandelwal,MP-BPL-2020-568894,Koh-e-Fiza,Koh-e-Fiza Police Station,"679, Tagore Road, Koh-e-Fiza, Bhopal, Madhya Pradesh",Pistol,.38 Revolver,2013-09-25,2023-09-23,Expired,6562779630,Female,1952-03-08,
Sunil Singhal,MP-BPL-2024-565622,Kolar Road,Kolar Road Police Station,"85, Tilak Path, Kolar Road, Bhopal, Madhya Pradesh",Rifle,12 Bore DBBL,2024-08-15,2034-08-13,Submitted,6368149802,Male,1968-01-15,Due to election
Mohit Joshi,MP-BPL-2016-558162,Roshanpura,Roshanpura Police Station,"942/141, Vivekananda Colony, Roshanpura, Bhopal, Madhya Pradesh",Double Barrel,.22 Rifle,2016-10-29,2026-10-27,Revoked,8742256787,Male,1969-11-16,Due to order
Ajit Joshi,MP-BPL-2024-566297,TT Nagar,TT Nagar Police Station,"876, Shakti Street, TT Nagar, Bhopal, Madhya Pradesh",Pistol,.32 Bore Pistol,2020-09-21,2030-09-19,Active,+918064317139,Male,1969-11-09,
Manoj Singhal,MP-BPL-2011-137581,Katara Hills,Katara Hills Police Station,"H.No. 307, Vikas Ganj, Katara Hills, Bhopal, Madhya Pradesh",Rifle,12 Bore DBBL,2020-05-25,2030-05-23,Active,6472145868,Male,1955-01-12,
Amit Thakur,MP-BPL-2023-825531,Raisen Road,Raisen Road Police Station,"426/939, Gandhi Marg, Raisen Road, Bhopal, Madhya Pradesh",Pistol,9mm Pistol,2019-01-17,2029-01-14,Active,9275193463,Male,1965-02-28,
Dinesh Goel,MP-BPL-2019-910389,Patel Nagar,Patel Nagar Police Station,"476/779, Safalta Circle, Patel Nagar, Bhopal, Madhya Pradesh",Pistol,9mm Pistol,2012-12-29,2022-12-27,Expired,8527177449,Male,1965-09-01,Due to order
Geeta Desai,MP-BPL-2011-806866,Shyamla Hills,Shyamla Hills Police Station,"234/3, Nehru Zila, Shyamla Hills, Bhopal, Madhya Pradesh",Pistol,.32 Bore Pistol,2015-12-05,2025-12-02,Active,9562208635,Female,1958-04-14,
Deepak Agarwal,MP-BPL-2018-899106,Govindpura,Govindpura Police Station,"443, Azad Marg, Govindpura, Bhopal, Madhya Pradesh",Rifle,.38 Revolver,2018-05-18,2028-05-15,Active,+916920199184,Male,1962-11-04,
Seema Joshi,MP-BPL-2025-187327,Shyamla Hills,Shyamla Hills Police Station,"H.No. 169/926, Mukti Nagar, Shyamla Hills, Bhopal, Madhya Pradesh",Rifle,.38 Revolver,2017-05-13,2027-05-11,Active,6424873962,Female,1970-12-22,
Kapil Thakur,MP-BPL-2024-712087,Chhola Road,Chhola Road Police Station,"H.No. 326/109, Tilak Nagar, Chhola Road, Bhopal, Madhya Pradesh",Pistol,9mm Pistol,2019-02-27,2029-02-24,Active,9772659764,Male,1985-02-17,
Radhika Rathore,MP-BPL-2015-317185,Ayodhya Nagar,Ayodhya Nagar Police Station,"H.No. 819/401, Shakti Colony, Ayodhya Nagar, Bhopal, Madhya Pradesh",Pistol,9mm Pistol,2020-12-05,2030-12-03,Active,7881687851,Female,1950-02-03,
Prakash Kumar,MP-BPL-2019-553355,Indrapuri,Indrapuri Police Station,"H.No. 23, Mukti Chowk, Indrapuri, Bhopal, Madhya Pradesh",Pistol,.32 Bore Pistol,2016-08-16,2026-08-14,Active,7774419754,Male,1986-04-09,
Mallika Agrawal,MP-BPL-2019-984293,Karond,Karond Police Station,"861, Durga Ganj, Karond, Bhopal, Madhya Pradesh",Double Barrel,12 Bore DBBL,2019-12-10,2029-12-07,Submitted,7010276212,Female,1985-06-07,Due to festival
Mukesh Sethi,MP-BPL-2012-364659,Shyamla Hills,Shyamla Hills Police Station,"994/886, Azad Zila, Shyamla Hills, Bhopal, Madhya Pradesh",Revolver,.38 Revolver,2020-07-17,2030-07-15,Active,9603859770,Male,1982-09-09,
Sunil Joshi,MP-BPL-2010-183879,Bawadiya Kalan,Bawadiya Kalan Police Station,"8, Shakti Nagar, Bawadiya Kalan, Bhopal, Madhya Pradesh",Pistol,.32 Bore Pistol,2020-04-15,2030-04-13,Active,+917455735623,Male,2000-04-12,
Ashok Maheshwari,MP-BPL-2011-201972,Arera Colony,Arera Colony Police Station,"394/930, Lakshmi Colony, Arera Colony, Bhopal, Madhya Pradesh",Revolver,.32 Bore Pistol,2019-01-24,2029-01-21,Active,6499157380,Male,2001-08-11,
Manoj Gupta,MP-BPL-2019-615346,New Market,New Market Police Station,"24, Tagore Ganj, New Market, Bhopal, Madhya Pradesh",Rifle,.22 Rifle,2019-08-01,2029-07-29,Submitted,8641118242,Male,1968-08-02,Due to festival
Sunil Shah,MP-BPL-2016-571093,Shahpura,Shahpura Police Station,"898/272, Shakti Street, Shahpura, Bhopal, Madhya Pradesh",Revolver,.32 Bore Pistol,2017-11-10,2027-11-08,Active,9443098591,Male,1987-02-22,
Vipul Singhal,MP-BPL-2018-396635,Govindpura,Govindpura Police Station,"794, Pragati Chowk, Govindpura, Bhopal, Madhya Pradesh",Pistol,.38 Revolver,2018-01-27,2028-01-25,Revoked,8151864492,Male,1973-09-24,Due to election
Avinash Tiwari,MP-BPL-2011-444708,Berasia,Berasia Police Station,"714/328, Aman Circle, Berasia, Bhopal, Madhya Pradesh",Rifle,12 Bore DBBL,2011-03-01,2021-02-26,Submitted,6578290524,Male,1968-01-03,Due to order
Preeti Sharma,MP-BPL-2019-954366,Vidya Nagar,Vidya Nagar Police Station,"208, Azad Nagar, Vidya Nagar, Bhopal, Madhya Pradesh",Pistol,9mm Pistol,2016-07-20,2026-07-18,Active,9276698345,Female,1990-04-27,
Savita Shukla,MP-BPL-2017-520017,Bawadiya Kalan,Bawadiya Kalan Police Station,"538, Vikas Ganj, Bawadiya Kalan, Bhopal, Madhya Pradesh",Revolver,9mm Pistol,2018-09-28,2028-09-25,Active,6372143308,Female,1976-05-25,
Deepika Bhatia,MP-BPL-2014-835933,MP Nagar,MP Nagar Police Station,"634/526, Azad Circle, MP Nagar, Bhopal, Madhya Pradesh",Pistol,.38 Revolver,2014-07-26,2024-07-23,Expired,8818272913,Female,1995-01-14,Due to festival
Rohit Chauhan,MP-BPL-2025-199301,Raisen Road,Raisen Road Police Station,"574/565, Bhakti Street, Raisen Road, Bhopal, Madhya Pradesh",Revolver,9mm Pistol,2018-09-30,2028-09-27,Active,6612559046,Male,1963-06-23,
Alok Shah,MP-BPL-2022-754641,Vidya Nagar,Vidya Nagar Police Station,"864, Vivekananda Chowk, Vidya Nagar, Bhopal, Madhya Pradesh",Pistol,.38 Revolver,2022-08-25,2032-08-22,Submitted,6591579089,Male,1965-11-25,Due to order
Dinesh Patel,MP-BPL-2018-329049,Ashoka Garden,Ashoka Garden Police Station,"178/828, Subhash Zila, Ashoka Garden, Bhopal, Madhya Pradesh",Pistol,.32 Bore Pistol,2020-05-10,2030-05-08,Active,6239204910,Male,1976-05-07,
Mitu Thakur,MP-BPL-2014-691807,Raisen Road,Raisen Road Police Station,"86/139, Mukti Colony, Raisen Road, Bhopal, Madhya Pradesh",Pistol,.38 Revolver,2014-11-09,2024-11-06,Expired,+919537556464,Female,1986-07-16,Due to election
Radhika Mehra,MP-BPL-2012-847227,Kolar Road,Kolar Road Police Station,"H.No. 520/151, Saraswati Colony, Kolar Road, Bhopal, Madhya Pradesh",Revolver,.38 Revolver,2019-03-09,2029-03-06,Active,7791212110,Female,1999-04-02,
Mitu Rathore,MP-BPL-2017-564985,Shyamla Hills,Shyamla Hills Police Station,"533/599, Unnati Marg, Shyamla Hills, Bhopal, Madhya Pradesh",Revolver,.32 Bore Pistol,2016-03-31,2026-03-29,Active,8549836714,Female,1966-02-06,
Tarun Agarwal,MP-BPL-2014-597026,Saket Nagar,Saket Nagar Police Station,"892, Durga Nagar, Saket Nagar, Bhopal, Madhya Pradesh",Double Barrel,12 Bore DBBL,2018-08-13,2028-08-10,Active,8009537234,Male,1991-08-12,
Anil Chauhan,MP-BPL-2012-550162,Chunabhatti,Chunabhatti Police Station,"H.No. 464/156, Patel Ganj, Chunabhatti, Bhopal, Madhya Pradesh",Pistol,.38 Revolver,2012-08-15,2022-08-13,Submitted,+917851622593,Male,1994-08-03,Due to order
Ankit Gupta,MP-BPL-2011-416772,Shahpura,Shahpura Police Station,"H.No. 327, Saraswati Zila, Shahpura, Bhopal, Madhya Pradesh",Revolver,.38 Revolver,2011-10-02,2021-09-29,Submitted,6228946652,Male,1974-02-07,Due to election
Rakesh Chopra,MP-BPL-2021-835005,Karond,Karond Police Station,"H.No. 841, Kranti Marg, Karond, Bhopal, Madhya Pradesh",Pistol,.32 Bore Pistol,2019-08-07,2029-08-04,Active,+917392312604,Male,1977-06-21,
Naresh Chopra,MP-BPL-2013-519899,Piplani,Piplani Police Station,"456/99, Lakshmi Chowk, Piplani, Bhopal, Madhya Pradesh",Double Barrel,9mm Pistol,2018-12-23,2028-12-20,Active,9341855950,Male,1962-09-08,
Varun Jain,MP-BPL-2010-918894,New Market,New Market Police Station,"976, Gandhi Road, New Market, Bhopal, Madhya Pradesh",Pistol,.38 Revolver,2016-04-20,2026-04-18,Active,9908875480,Male,1954-05-21,
Ankit Pandey,MP-BPL-2015-975008,Karond,Karond Police Station,"781/706, Durga Zila, Karond, Bhopal, Madhya Pradesh",Pistol,9mm Pistol,2016-03-17,2026-03-15,Active,+916682313799,Male,1969-05-30,
Mahesh Malhotra,MP-BPL-2011-336766,Arera Colony,Arera Colony Police Station,"H.No. 595/767, Mukti Nagar, Arera Colony, Bhopal, Madhya Pradesh",Double Barrel,9mm Pistol,2020-10-13,2030-10-11,Active,9451048480,Male,1989-02-20,
Rita Kapoor,MP-BPL-2010-290305,Ashoka Garden,Ashoka Garden Police Station,"447/504, Patel Path, Ashoka Garden, Bhopal, Madhya Pradesh",Pistol,.32 Bore Pistol,2017-12-16,2027-12-14,Active,8512567468,Female,2003-02-09,
Arun Desai,MP-BPL-2015-118215,Jahangirabad,Jahangirabad Police Station,"H.No. 703, Nehru Colony, Jahangirabad, Bhopal, Madhya Pradesh",Revolver,9mm Pistol,2017-10-08,2027-10-06,Active,+918061790670,Male,1967-12-31,
Mukesh Mittal,MP-BPL-2025-946826,Shahpura,Shahpura Police Station,"847/618, Nehru Zila, Shahpura, Bhopal, Madhya Pradesh",Double Barrel,.22 Rifle,2016-07-01,2026-06-29,Active,+916356804420,Male,1950-03-05,
Akhil Mehta,MP-BPL-2011-661916,Ayodhya Nagar,Ayodhya Nagar Police Station,"H.No. 592/819, Prakash Chowk, Ayodhya Nagar, Bhopal, Madhya Pradesh",Revolver,.32 Bore Pistol,2014-10-19,2024-10-16,Expired,6568299629,Male,1963-06-01,Due to festival
Deepak Goel,MP-BPL-2019-424809,Shyamla Hills,Shyamla Hills Police Station,"H.No. 688/770, Saraswati Ganj, Shyamla Hills, Bhopal, Madhya Pradesh",Rifle,12 Bore DBBL,2020-08-05,2030-08-03,Active,8540064454,Male,1965-03-02,
